title,link,image_url,rating,reviews,address,opening_hours,latitude,longitude,kategori,aktivitas,deskripsi,kecamatan,biaya_masuk,biaya_parkir_motor,biaya_parkir_mobil,tags_joined
Sitapigagan Waterfall,https://www.google.com/maps/place/Sitapigagan+Waterfall/data=!4m7!3m6!1s0x3031cfaf7151b023:0x21364a73e05dee20!8m2!3d2.6394051!4d98.6095583!16s%2Fg%2F11hj3ndlms!19sChIJI7BRca_PMTARIO5d4HNKNiE?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Umssi_E9IZ-fFJpqXd4nsIj_GIbcK5CL?usp=drive_link,4.6,25,"Bonan Dolok, Kec. Sianjur Mula Mula, Kabupaten Samosir, Sumatera Utara 22396",Open 08.00-16.00,2.639560503073389,98.6096012153428,Bahari,"Aktivitas Air, Pemandangan, Trekking","Air Terjun Sitapigagan adalah permata tersembunyi di Desa Bonan Dolok, Sianjur Mula Mula, Samosir, yang unik karena airnya mengalir di lereng bukit miring menyerupai seluncuran alami. Dikelilingi perbukitan savana dan panorama indah, air terjun ini menawarkan air yang bersih dan segar di tengah suasana yang masih asri. Meskipun aksesnya mungkin memerlukan trekking, keindahan alam dan ketenangan yang ditawarkan menjadikannya destinasi menarik bagi pencinta alam.",Sianjur Mula Mula,0,0,0,aktivitas air pemandangan trekking bahari air terjun sitapigagan permata sembunyi desa bon dolok sianjur samosir unik air alir lereng bukit miring rupa seluncur alami keliling bukit savana panorama indah air terjun tawar air bersih segar suasana asri akses trekking indah alam tenang tawar jadi destinasi tarik cinta alam
Sigurgur Beach & Restaurant,https://www.google.com/maps/place/Sigurgur+Beach+%26+Restaurant/data=!4m7!3m6!1s0x3031b932bf2efe37:0xb90006530436cee4!8m2!3d2.7484627!4d98.7142621!16s%2Fg%2F11fm_2lp9n!19sChIJN_4uvzK5MTAR5M42BFMGALk?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1m109b0a7er2te-Puju9Duu36_vYvqA_A?usp=drive_link,4.4,357,"Simarmata, Simanindo, Samosir Regency, North Sumatra 22395",Open 08.00-16.00,2.74861808915558,98.71430501534279,Bahari,"Berenang, Jet Ski, Perahu, Pemandangan, Santai, Fotografi","Sigurgur Beach & Restaurant adalah destinasi tepi Danau Toba di Simarmata, Simanindo, Samosir, yang menawarkan kombinasi pantai berpasir putih dengan fasilitas restoran modern. Pengunjung dapat menikmati keindahan panorama danau, terutama saat matahari terbenam, sambil bersantai, berenang, atau mencoba berbagai aktivitas air seperti jetski dan berperahu. Tempat ini juga menyediakan spot foto menarik dan pilihan kuliner lokal untuk melengkapi pengalaman wisata alam tepi danau.",Simanindo,0,0,0,berenang jet ski perahu pemandangan santai fotografi bahari sigurgur beach restaurant destinasi tepi danau toba simarmata simanindo samosir tawar kombinasi pantai pasir putih fasilitas restoran modern unjung nikmat indah panorama danau matahari benam santa renang coba aktivitas air jetski perahu sedia spot foto tarik pilih kuliner lokal lengkap alam wisata alam tepi danau
Bukit Senyum,https://www.google.com/maps/place/Bukit+Senyum/data=!4m7!3m6!1s0x3031e92d8ff12afb:0x95ba3b586458e443!8m2!3d2.6357725!4d98.9210627!16s%2Fg%2F11cmnmjg7m!19sChIJ-yrxjy3pMTARQ-RYZFg7upU?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/13xAKdjGe4YTmmQXGPWRRXLZ86A9pyPw6?usp=drive_link,4.6,604,"Motung, Kec. Ajibata, Toba, Sumatera Utara",Open 08.00-16.00,2.63593862101121,98.92107342883568,Alam,"Pemandangan, Santai, Fotografi, Camping","Bukit Senyum di Desa Motung, Ajibata, Kabupaten Toba, adalah destinasi perbukitan yang menawarkan panorama alam memukau di tepi Danau Toba. Pengunjung dapat menikmati pemandangan indah hamparan danau yang luas, perbukitan hijau, dan Pulau Samosir dari ketinggian. Dengan udara yang sejuk dan suasana yang tenang, bukit ini menjadi tempat favorit untuk bersantai, berfoto, menikmati matahari terbit atau terbenam, dan bahkan berkemah sambil 'healing' dari rutinitas.",Ajibata,5000,2000,10000,pemandangan santai fotografi camping alam bukit senyum desa motung ajibata kabupaten toba destinasi bukit tawar panorama alam pukau tepi danau toba unjung nikmat pandang indah hampar danau luas bukit hijau pulau samosir tinggi udara sejuk suasana tenang bukit favorit santa foto nikmat matahari terbit benam kemah rutinitas
Pantai Indah Situngkir (PIS),https://www.google.com/maps/place/Pantai+Indah+Situngkir+%28PIS%29/data=!4m7!3m6!1s0x3031c64f76d9e88b:0xe61959a1d30900db!8m2!3d2.6978299!4d98.6900263!16s%2Fg%2F11b7819pg6!19sChIJi-jZdk_GMTAR2wAJ06FZGeY?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1TMQ3uBaw2gvx8jIRuGBUhXIjj24IpKw3?usp=drive_link,4.3,231,"Toba, Sialanguan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.698060314287845,98.6899833846572,Bahari,"Berenang, Banana Boat, Sepeda Air, Perahu, Pemandangan, Santai, Fotografi","Pantai Indah Situngkir di Pangururan, Kabupaten Samosir, adalah destinasi wisata pantai di tepi Danau Toba dengan hamparan pasir putih yang mempesona. Dikelilingi perbukitan hijau, pantai ini menawarkan pemandangan danau yang indah dan suasana yang tenang, menjadikannya tempat ideal untuk bersantai dan menikmati alam. Pantai ini juga dilengkapi fasilitas untuk berbagai aktivitas air dan sering menjadi lokasi penyelenggaraan acara, seperti pertandingan voli pantai.",Pangururan,10000,0,0,berenang banana boat sepeda air perahu pemandangan santai fotografi bahari pantai indah situngkir pangururan kabupaten samosir destinasi wisata pantai tepi danau toba hampar pasir putih pesona keliling bukit hijau pantai tawar pandang danau indah suasana tenang jadi ideal santa nikmat alam pantai lengkap fasilitas aktivitas air lokasi selenggara acara tanding voli pantai
Air Terjun Sigarattung (Sampuran Na Pitu),https://www.google.com/maps/place/Air+Terjun+Sigarattung+%28Sampuran+Na+Pitu%29/data=!4m7!3m6!1s0x3031e843d6aa3655:0xe888c8532da5c761!8m2!3d2.6100738!4d98.8641736!16s%2Fg%2F11crzqcw0s!19sChIJVTaq1kPoMTARYcelLVPIiOg?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/19FPfx5-FQO-Bhy4O4VF8bZGYGlbLV46e?usp=drive_link,4.5,314,"Tomok, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.610314948351229,98.8642379730142,Bahari,"Pemandangan, Fotografi, Santai, Hiking","Air Terjun Sigarattung, atau yang juga dikenal sebagai Sampuran Na Pitu (Air Terjun Tujuh Tingkat), adalah permata alam di Tomok, Simanindo, Kabupaten Samosir. Air terjun ini mempesona dengan aliran airnya yang jernih menuruni tebing batu, menciptakan suasana sejuk dan menenangkan di tengah lanskap Samosir yang hijau. Dikelilingi oleh alam yang asri, destinasi ini menawarkan keindahan natural serta ketenangan yang membuatnya menarik bagi pengunjung yang ingin menikmati keajaiban alam.",Simanindo,15000,0,0,pemandangan fotografi santai hiking bahari air terjun sigarattung kenal sampur na pitu air terjun tujuh tingkat permata alam tomok simanindo kabupaten samosir air terjun pesona alir air jernih turun tebing batu cipta suasana sejuk tenang lanskap samosir hijau keliling alam asri destinasi tawar indah natural tenang buat tarik unjung nikmat ajaib alam
Pantai Kenangan,https://www.google.com/maps/place/Pantai+Kenangan/data=!4m7!3m6!1s0x3031bfb2b0f312ed:0xdb7db92344469a08!8m2!3d2.7841487!4d98.8040926!16s%2Fg%2F11d_1ssn7l!19sChIJ7RLzsLK_MTARCJpGRCO5fds?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1cr2UgOzRHwPvQDR-nY_Ueu9LSjxDHlRA?usp=drive_link,4.4,119,"Jalan Besar Pematang Siantar Tigaras, Tigaras, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 08.00-16.00,2.784336232989498,98.80411405767138,Bahari,"Berenang, Banana Boat, Santai, Pemandangan, Fotografi, Berkuda","Pantai Kenangan di Tigaras, Kabupaten Simalungun, adalah destinasi pantai di tepi Danau Toba yang menawarkan air tawar yang tenang dan cocok untuk berenang, terutama bagi keluarga. Dengan suasana yang sejuk berkat pepohonan di sekitarnya dan hamparan pasir, pantai ini menjadi tempat nyaman untuk bersantai sambil menikmati pemandangan indah Danau Toba. Berbagai fasilitas pendukung dan beberapa pilihan aktivitas air tersedia untuk melengkapi kunjungan.",Dolok Pardamean,10000,0,0,berenang banana boat santai pemandangan fotografi berkuda bahari pantai kenang tigaras kabupaten simalungun destinasi pantai tepi danau toba tawar air tawar tenang cocok renang keluarga suasana sejuk berkat pohon hampar pasir pantai nyaman santa nikmat pandang indah danau toba fasilitas dukung pilih aktivitas air sedia lengkap kunjung
pantai pasir putih,https://www.google.com/maps/place/pantai+pasir+putih/data=!4m7!3m6!1s0x3031c5bd2ab25691:0xb4222cec89d65ac2!8m2!3d2.6955706!4d98.6898657!16s%2Fg%2F11b6v7c3jj!19sChIJkVayKr3FMTARwlrWiewsIrQ?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1LhcCeOHiuCGVwj99ThgrfRrI_AGiifB0?usp=drive_link,4.2,432,"Parbaba Dolok, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.695779580790606,98.6898549711643,Bahari,"Berenang, Banana Boat, Jet Ski, Kano, Santai, Pemandangan, Fotografi","Pantai Pasir Putih Parbaba di Pangururan, Kabupaten Samosir, adalah salah satu pantai paling terkenal di tepi Danau Toba, yang memikat dengan hamparan pasir putihnya yang luas dan lembut. Pantai ini menawarkan air danau yang jernih dan tenang, ideal untuk berenang dan bermain air, serta menyuguhkan pemandangan indah Danau Toba dengan latar belakang perbukitan hijau dan Gunung Pusuk Buhit. Sebagai destinasi populer, pantai ini menyediakan berbagai fasilitas dan pilihan aktivitas, mulai dari bersantai hingga mencoba olahraga air yang seru.",Pangururan,10000,2000,5000,berenang banana boat jet ski kano santai pemandangan fotografi bahari pantai pasir putih parbaba pangururan kabupaten samosir salah pantai kenal tepi danau toba mikat hampar pasir putih luas lembut pantai tawar air danau jernih tenang ideal renang main air suguh pandang indah danau toba latar bukit hijau gunung pusuk buhit destinasi populer pantai sedia fasilitas pilih aktivitas santa coba olahraga air seru
Air Terjun Binanga Bolon,https://www.google.com/maps/place/Air+Terjun+Binanga+Bolon/data=!4m7!3m6!1s0x3031bb94e29fccf9:0x26a7847541d74b70!8m2!3d2.8461519!4d98.7288489!16s%2Fg%2F11f_j0btyz!19sChIJ-cyf4pS7MTARcEvXQXWEpyY?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1eZqZ5tRPSSUbSEEI96Vh-pk4xXXD59ri?usp=drive_link,4.5,37,"Purba Dolok, Kec. Purba, Kabupaten Simalungun, Sumatera Utara 21165",Open 24 hours,2.846360854209392,98.7288918153428,Bahari,"Pemandangan, Trekking, Berenang","Air Terjun Binanga Bolon di Purba Dolok, Kecamatan Purba, Kabupaten Simalungun, adalah air terjun alami yang mempesona dengan ketinggian sekitar 80-100 meter dan aliran air yang deras, berasal dari perbukitan sekitar Danau Toba. Dikelilingi oleh pepohonan dan alam yang hijau, air terjun ini menawarkan pemandangan yang indah dan suasana yang sejuk. Meskipun aksesnya mungkin memerlukan sedikit trekking, keaslian alam dan pesona air terjun ini menjadikannya destinasi menarik bagi pencinta alam.",Purba,0,5000,10000,pemandangan trekking berenang bahari air terjun binanga bolon purba dolok camat purba kabupaten simalungun air terjun alami pesona tinggi meter alir air deras asal bukit danau toba keliling pohon alam hijau air terjun tawar pandang indah suasana sejuk akses trekking asli alam pesona air terjun jadi destinasi tarik cinta alam
Bukit Holbung Samosir,https://www.google.com/maps/place/Bukit+Holbung+Samosir/data=!4m7!3m6!1s0x3031da4bba9d523f:0xf1e39423315c1cfc!8m2!3d2.5303623!4d98.6978956!16s%2Fg%2F11fyx7qq1b!19sChIJP1KdukvaMTAR_BxcMSOU4_E?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1kY94li3iAPBpkThVqD4pKT9LCVPyrDrV?usp=drive_link,4.7,709,"Hariara Pohan, Kec. Harian, Kabupaten Samosir, Sumatera Utara",Open 08.00-16.00,2.5305713082932404,98.69799215952129,Alam,"Pemandangan, Hiking, Fotografi, Camping","Bukit Holbung di Hariara Pohan, Harian, Kabupaten Samosir, dikenal dengan julukan ""Bukit Teletubbies"" karena bentuk perbukitannya yang hijau dan landai. Destinasi alam ini menawarkan pemandangan panorama Danau Toba, Pulau Samosir, dan gugusan bukit di sekitarnya yang sangat memukau. Dengan udara segar dan suasana tenang, Bukit Holbung adalah tempat yang populer untuk menikmati keindahan alam, berfoto, hiking ringan, bersantai, atau bahkan berkemah di bawah langit malam yang berbintang.",Harian,5000,5000,10000,pemandangan hiking fotografi camping alam bukit holbung hariara pohan hari kabupaten samosir kenal juluk bukit teletubbies bentuk bukit hijau landai destinasi alam tawar pandang panorama danau toba pulau samosir gugus bukit pukau udara segar suasana tenang bukit holbung populer nikmat indah alam foto hiking ringan santa kemah langit malam bintang
Batu Gantung,https://www.google.com/maps/place/Batu+Gantung/data=!4m7!3m6!1s0x3031eb8946b58f3b:0xcbb5c2b55623b88a!8m2!3d2.6883926!4d98.9242995!16s%2Fg%2F11bwd9mlxs!19sChIJO4-1RonrMTARirgjVrXCtcs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1hqMcMIN_jsehP6feo2SFPLY-8ZGVPz9X?usp=drive_link,4.5,687,"Danau Toba, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-16.00,2.688601582021648,98.92434241534278,Alam,"Pemandangan, Fotografi, Perahu","Batu Gantung di Parapat, Kabupaten Simalungun, adalah formasi batuan alami unik yang menggantung dramatis di tebing tinggi di tepi Danau Toba. Dikenal erat dengan legenda lokal yang menyentuh, batu ini tidak hanya menarik perhatian karena bentuknya yang tidak biasa namun juga menawarkan pemandangan indah Danau Toba dari lokasinya. Batu Gantung menjadi ikon populer yang memadukan keajaiban geologi dengan kekayaan cerita rakyat Batak.",Girsang Sipangan Bolon,0,0,0,pemandangan fotografi perahu alam batu gantung parapat kabupaten simalungun formasi batu alami unik gantung dramatis tebing tepi danau toba kenal erat legenda lokal sentuh batu tarik perhati bentuk tawar pandang indah danau toba lokasi batu gantung ikon populer madu ajaib geologi kaya cerita rakyat batak
Pantai Kasih,https://www.google.com/maps/place/Pantai+Kasih/data=!4m7!3m6!1s0x3031eda036980179:0x4bc3ff6e92075063!8m2!3d2.6668662!4d98.9266075!16s%2Fg%2F11r339mwr8!19sChIJeQGYNqDtMTARY1AHkm7_w0s?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1z4hydKMeKkC5FM41TPAzoX0lWe2WA9QZ?usp=drive_link,4.3,27,"Pasanggrahan, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-16.00,2.6670537512653105,98.92665041534279,Bahari,"Berenang, Santai, Pemandangan, Aktivitas Air","Pantai Kasih di Tigaraja, Girsang Sipangan Bolon, Kabupaten Simalungun, adalah destinasi pantai yang berlokasi di tepi Danau Toba dekat Parapat. Pantai ini menawarkan area yang nyaman untuk bersantai dengan pemandangan Danau Toba yang menawan. Airnya yang tenang menjadikannya cocok untuk berenang dan bermain air, serta dilengkapi fasilitas dasar dan beberapa wahana air tiup di atas danau, menjadikannya tempat yang menyenangkan untuk rekreasi keluarga di tepi danau.",Girsang Sipangan Bolon,10000,0,0,berenang santai pemandangan aktivitas air bahari pantai kasih tigaraja girsang sipangan bolon kabupaten simalungun destinasi pantai lokasi tepi danau toba parapat pantai tawar area nyaman santa pandang danau toba tawan air tenang jadi cocok renang main air lengkap fasilitas dasar wahana air tiup danau jadi senang rekreasi keluarga tepi danau
Sibolazi Beach,https://www.google.com/maps/place/Sibolazi+Beach/data=!4m7!3m6!1s0x3031bf54564cdc7f:0x181dff6b9a275193!8m2!3d2.7486107!4d98.7509865!16s%2Fg%2F11bzt7sv7j!19sChIJf9xMVlS_MTARk1Enmmv_HRg?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/13jX3g4-6SULjuSrc5PatEPWhqzIrExp7?usp=drive_link,4.2,293,"Sibolazi, Simanindo, Kabupaten Samosir, Sumatera Utara 22395",Open 24 hours,2.7487446561532045,98.7509006693144,Bahari,"Berenang, Banana Boat, Perahu, Memancing, Santai, Pemandangan, Santai, Camping, Fotografi","Sibolazi Beach di Simanindo, Kabupaten Samosir, adalah pantai menawan di tepi Danau Toba yang dikenal dengan pasir putihnya yang lembut dan air yang jernih. Menawarkan suasana tenang dan keindahan alam yang asri, pantai ini merupakan lokasi ideal untuk berenang, bermain pasir, dan bersantai menikmati pemandangan danau. Dilengkapi fasilitas pendukung seperti penyewaan perahu, Sibolazi Beach menjadi pilihan menarik untuk rekreasi keluarga di Samosir.",Simanindo,10000,0,0,berenang banana boat perahu memancing santai pemandangan santai camping fotografi bahari sibolazi beach simanindo kabupaten samosir pantai tawan tepi danau toba kenal pasir putih lembut air jernih tawar suasana tenang indah alam asri pantai lokasi ideal renang main pasir santa nikmat pandang danau lengkap fasilitas dukung sewa perahu sibolazi beach pilih tarik rekreasi keluarga samosir
Bukit Beta Tuk-tuk,https://www.google.com/maps/place/Bukit+Beta+Tuk-tuk/data=!4m7!3m6!1s0x3031e9fa043cf24d:0xfb8ed278d029a861!8m2!3d2.6610216!4d98.846906!16s%2Fg%2F11c5_62xh7!19sChIJTfI8BPrpMTARYagp0HjSjvs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1w7OjZzcmz_Tq3cjB_4TwsVDQ-oceUtsM,4.6,400,"tuk tuk danau, Toba, South Siantar, Pematang Siantar City, North Sumatra",Open 24 hours,2.661064469066636,98.84688454232787,Alam,"Pemandangan, Santai, Fotografi, Camping","Bukit Beta Tuk-tuk adalah bukit berumput hijau yang terletak di dekat kawasan Tuk-tuk Siadong di Pulau Samosir, Kabupaten Samosir. Bukit ini menawarkan pemandangan panorama Danau Toba yang luas dan menakjubkan dengan latar perbukitan di sekitarnya. Dikenal dengan suasananya yang tenang dan udara segar, Bukit Beta menjadi lokasi favorit untuk menikmati matahari terbit atau terbenam, berfoto, piknik, bersantai, dan berkemah sambil menikmati keindahan alam Danau Toba dari ketinggian.",Simanindo,0,5000,10000,pemandangan santai fotografi camping alam bukit beta bukit umput hijau letak kawasan siadong pulau samosir kabupaten samosir bukit tawar pandang panorama danau toba luas takjub latar bukit kenal suasana tenang udara segar bukit beta lokasi favorit nikmat matahari terbit benam foto piknik santa kemah nikmat indah alam danau toba tinggi
Batu Passa Liang sipogu,https://www.google.com/maps/place/Batu+Passa+Liang+sipogu/data=!4m7!3m6!1s0x3031c1000ee6f31f:0x6ee7c8a134f162fd!8m2!3d2.7432066!4d98.7662828!16s%2Fg%2F11vqwvkk66!19sChIJH_PmDgDBMTAR_WLxNKHI524?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1OidSm_piS4CVddzlRpqjFKofXNe8Vjwh,4.6,82,"Simanindo, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.7432066,98.7662506134918,Alam,"Gua, Pemandangan, Santai, Fotografi","Batu Passa Liang Sipogu di Desa Sangkal, Simanindo, Kabupaten Samosir, adalah destinasi alam unik di tepi Danau Toba yang menampilkan formasi bebatuan besar yang tersebar di tepian danau. Di dekatnya terdapat Liang Sipogu, sebuah gua kecil bersejarah. Tempat ini menawarkan suasana yang tenang dan damai dengan pemandangan Danau Toba yang eksotis, menjadikannya lokasi menarik untuk berfoto, bersantai, dan menikmati keindahan alam, terutama saat matahari terbenam.",Simanindo,0,0,0,gua pemandangan santai fotografi alam batu passa liang sipogu desa sangkal simanindo kabupaten samosir destinasi alam unik tepi danau toba tampil formasi bebatuan sebar tepi danau dekat liang sipogu gua sejarah tawar suasana tenang damai pandang danau toba eksotis jadi lokasi tarik foto santa nikmat indah alam matahari benam
Taman Wisata Kera Sibaganding,https://www.google.com/maps/place/Taman+Wisata+Kera+Sibaganding/data=!4m7!3m6!1s0x3031ec7654bb880f:0x2928124be5fe45d2!8m2!3d2.6927065!4d98.9270058!16s%2Fg%2F11g6ql0bzg!19sChIJD4i7VHbsMTAR0kX-5UsSKCk?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1Wwyt3hylZVkaVwksA3byh2bI3gdh1gUt,4.4,181,"Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174",Open 08.00-16.00,2.692749367958247,98.92699507116392,Alam,"Fauna, Edukasi, Fotografi","Taman Wisata Kera Sibaganding yang terletak di Sibaganding, Kecamatan Girsang Sipangan Bolon, Kabupaten Simalungun, merupakan area hutan lindung yang menjadi habitat bagi kera dan siamang liar. Destinasi ini menawarkan kesempatan kepada pengunjung untuk mengamati primata ini di lingkungan alaminya. Sebagai bagian dari upaya konservasi dan edukasi, tempat ini menjadi daya tarik wisata alam yang memungkinkan interaksi dengan satwa liar sambil menikmati suasana hutan yang asri di dekat kawasan Danau Toba.",Girsang Sipangan Bolon,35000,0,0,fauna edukasi fotografi alam taman wisata kera sibaganding letak sibaganding camat girsang sipangan bolon kabupaten simalungun area hutan lindung habitat kera siamang liar destinasi tawar sempat unjung amat primata lingkung alami upaya konservasi edukasi daya tarik wisata alam interaksi satwa liar nikmat suasana hutan asri kawasan danau toba
Objek Wisata Pantai Paris,https://www.google.com/maps/place/Objek+Wisata+Pantai+Paris/data=!4m7!3m6!1s0x3031be4dacbb753f:0x66d6b7ab5cf56d7b!8m2!3d2.80154!4d98.780056!16s%2Fg%2F11b86lnmg0!19sChIJP3W7rE2-MTARe231XKu31mY?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/170vaB7z02UK4QB-D41HQeoEIK71OePl7,4.3,897,"Tigaras, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21163",Open 24 hours,2.8015399999999997,98.780056,Bahari,"Berenang, Perahu, Banana Boat, Sepeda Air, Santai, Pemandangan, Santai, Fotografi","Objek Wisata Pantai Paris di Tigaras, Dolok Pardamean, Kabupaten Simalungun, adalah sebuah pantai yang terletak di tepi Danau Toba. Pantai ini menawarkan air danau yang jernih dan tenang, menjadikannya tempat yang pas untuk bersantai dan menikmati pemandangan luas Danau Toba dengan latar perbukitan dan Pulau Samosir. Dengan suasana yang damai, pantai ini dilengkapi fasilitas dan pilihan aktivitas air seperti perahu, cocok untuk rekreasi keluarga.",Dolok Pardamean,40000,0,0,berenang perahu banana boat sepeda air santai pemandangan santai fotografi bahari objek wisata pantai paris tigaras dolok pardamean kabupaten simalungun pantai letak tepi danau toba pantai tawar air danau jernih tenang jadi pas santa nikmat pandang luas danau toba latar bukit pulau samosir suasana damai pantai lengkap fasilitas pilih aktivitas air perahu cocok rekreasi keluarga
Wisata Alam Fishing-Camp Siarubung,https://www.google.com/maps/place/Wisata+Alam+Fishing-Camp+Siarubung/data=!4m7!3m6!1s0x3031dbb8cd5446c1:0x58666f0dea522c74!8m2!3d2.5633334!4d98.6608568!16s%2Fg%2F11rnf3cb_g!19sChIJwUZUzbjbMTARdCxS6g1vZlg?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1VedS5_E9MSgMfRj3_UTaGta77SCkljaz,4.9,33,"Turpuk Limbong, Kec. Harian, Kabupaten Samosir, Sumatera Utara",Open 24 hours,2.563472735299289,98.66087825767212,Alam,"Memancing, Camping, Pemandangan, Santai","Wisata Alam Fishing-Camp Siarubung yang berlokasi di Turpuk Limbong, Kecamatan Harian, Kabupaten Samosir, adalah destinasi yang memadukan keindahan alam Danau Toba dengan aktivitas outdoor. Sesuai namanya, tempat ini menjadi spot populer untuk memancing di tepi danau dan berkemah di area yang asri. Menawarkan pemandangan Danau Toba yang memesona, terutama saat matahari terbenam, Fishing-Camp Siarubung menyediakan fasilitas bagi pengunjung yang ingin menikmati ketenangan alam sambil melakukan kegiatan memancing dan berkemah.",Harian,100000,0,0,memancing camping pemandangan santai alam wisata alam siarubung lokasi turpuk limbong camat hari kabupaten samosir destinasi madu indah alam danau toba aktivitas outdoor sesuai nama spot populer pancing tepi danau kemah area asri tawar pandang danau toba pesona matahari benam siarubung sedia fasilitas unjung nikmat tenang alam giat pancing kemah
Tanjung Unta,https://www.google.com/maps/place/Tanjung+Unta/data=!4m7!3m6!1s0x3031bfbbd393fea1:0x4b81ff3e0745be7d!8m2!3d2.7721265!4d98.8083073!16s%2Fg%2F11c4bdyhs1!19sChIJof6T07u_MTARfb5FBz7_gUs?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1vIoYgO0U1JvOnz8HhTcgqnAN82xVMQao,4.4,51,"Jalan St. H.H. Damanik Tambun Raya Pamatang, Tigaras, Kec. Dolok Pardamean, Kabupaten Simalungun, Sumatera Utara 21186",Open 24 hours,2.7722765279215933,98.80828584232788,Alam,"Pemandangan, Santai, Fotografi, Pemandangan","Tanjung Unta yang terletak di Tigaras, Kecamatan Dolok Pardamean, Kabupaten Simalungun, adalah sebuah tanjung atau bukit alami di tepi timur Danau Toba. Dinamai demikian karena bentuknya yang konon menyerupai unta yang sedang beristirahat, tempat ini menawarkan pemandangan panoramik Danau Toba yang memukau. Dengan suasana yang tenang, Tanjung Unta menjadi lokasi favorit untuk menikmati keindahan alam, berfoto, bersantai, dan khususnya mengagumi momen matahari terbenam di atas danau.",Dolok Pardamean,5000,0,0,pemandangan santai fotografi pemandangan alam tanjung unta letak tigaras camat dolok pardamean kabupaten simalungun tanjung bukit alami tepi timur danau toba nama bentuk konon rupa unta istirahat tawar pandang panoramik danau toba pukau suasana tenang tanjung unta lokasi favorit nikmat indah alam foto santa kagum momen matahari benam danau
Wisata Anugerah Indah Sippan,https://www.google.com/maps/place/Wisata+Anugerah+Indah+Sippan/data=!4m7!3m6!1s0x3031ad945953dd2b:0x18ce1ad3c5dbfbf9!8m2!3d2.9068561!4d98.5650011!16s%2Fg%2F11jq2p77ht!19sChIJK91TWZStMTAR-fvbxdMazhg?authuser=0&hl=en&rclk=1,https://drive.google.com/drive/folders/1R-Kp6cJy2N0ylFllcbec0fROOfVtT3Hy,4.6,491,"Desa Sippan Tigaraja, Kecamatan Pamatang Silimahuta, Naga Saribu, Kec. Pamatang Silima Huta, Kabupaten Simalungun, Sumatera Utara 21167",Open 08.00-16.00,2.90699539539461,98.56497964232784,Alam,"Pemandangan, Camping, Fotografi","Wisata Anugerah Indah Sippan (WAIS) yang terletak di Desa Sippan Tigaraja, Pamatang Silimahuta, Kabupaten Simalungun, adalah destinasi wisata alam berupa perbukitan di ketinggian. Tempat ini menawarkan panorama indah Danau Toba dan hamparan perbukitan hijau di sekitarnya. Dengan udara yang sejuk dan suasana tenang, WAIS menjadi lokasi favorit untuk menikmati pemandangan, berfoto di berbagai spot kreatif termasuk taman bunga, melakukan hiking singkat, bersantai, atau berkemah di area yang telah disediakan.",Pamatang Silima Huta,0,5000,10000,pemandangan camping fotografi alam wisata anugerah indah sippan wais letak desa sippan tigaraja pamatang silimahuta kabupaten simalungun destinasi wisata alam bukit tinggi tawar panorama indah danau toba hampar bukit hijau udara sejuk suasana tenang wais lokasi favorit nikmat pandang foto spot kreatif taman bunga hiking singkat santa kemah area sedia
